SolomonPotvinBengio/rc_201.1.txt |   sequence | open (improved init) |     455.43 |       0.00 | 14 18 13 9 5 4 8 6 7 16 19 17 11 1 12 3 10 2 15 | seed: -1888680177628538559 | 74
SolomonPotvinBengio/rc_202.4.txt |   sequence | open (improved init) |     940.56 |       0.01 | 26 5 17 11 20 7 14 13 22 19 16 18 23 9 2 3 25 24 10 6 1 4 12 27 15 8 21 | seed: -1731829736873478597 | 11
SolomonPotvinBengio/rc_202.4.txt |   sequence | open (improved init) |     925.73 |       0.00 | 21 17 5 20 14 7 13 24 22 19 16 18 9 23 2 3 11 25 10 6 1 4 12 15 27 26 8 | seed: -405817821278008926 | 19
SolomonPotvinBengio/rc_202.4.txt |   sequence | open (improved init) |     929.95 |       0.02 | 8 17 11 5 4 14 7 13 22 16 23 9 19 18 2 3 25 10 1 12 6 15 27 26 20 21 24 | seed: -1413378050680042231 | 32
SolomonPotvinBengio/rc_202.4.txt |   sequence | open (improved init) |     914.19 |       0.00 | 21 17 5 14 7 13 24 22 19 16 18 9 23 2 11 25 3 10 6 1 12 4 26 20 8 27 15 | seed: -2254168182544170116 | 86
SolomonPotvinBengio/rc_202.4.txt |   sequence | open (improved init) |     933.26 |       0.00 | 8 17 5 4 20 14 7 13 22 16 19 18 9 23 2 11 3 25 10 1 12 6 15 27 26 21 24 | seed: 1903268746504521569 | 84
SolomonPotvinBengio/rc_202.4.txt |   sequence | open (improved init) |     920.10 |       0.00 | 21 17 5 20 14 7 13 24 22 19 16 18 9 23 2 3 11 25 4 1 10 6 12 27 15 26 8 | seed: -9072038745002535513 | 85
SolomonPotvinBengio/rc_202.4.txt |   sequence | open (improved init) |     894.25 |       0.00 | 21 17 5 20 14 7 13 24 22 19 16 18 9 23 2 11 25 3 4 10 6 1 12 15 27 26 8 | seed: -8293097538951419278 | 82
SolomonPotvinBengio/rc_202.4.txt |   sequence | open (improved init) |     929.89 |       0.00 | 24 21 17 11 5 20 14 7 13 22 16 19 18 9 26 23 2 3 25 10 1 12 6 15 27 4 8 | seed: 5600926970722782374 | 91
SolomonPotvinBengio/rc_202.4.txt |   sequence | open (improved init) |     892.96 |       0.00 | 21 17 11 5 4 14 7 13 24 22 19 16 18 9 23 2 3 25 10 6 12 1 15 27 26 20 8 | seed: 7623062702282656441 | 88
SolomonPotvinBengio/rc_202.4.txt |   sequence | open (improved init) |     899.70 |       0.00 | 11 17 5 20 14 7 13 22 16 19 18 4 2 23 9 25 3 10 6 1 12 15 27 26 8 21 24 | seed: 8922796098274973700 | 87
SolomonPotvinBengio/rc_202.4.txt |   sequence | open (improved init) |     929.51 |       0.00 | 17 5 4 14 7 24 13 22 19 16 18 9 23 2 11 3 25 10 6 1 12 27 15 26 20 8 21 | seed: -14486219252665699 | 83
SolomonPotvinBengio/rc_202.4.txt |   sequence | open (improved init) |     902.26 |       0.00 | 21 17 11 5 20 14 24 7 13 22 19 16 18 9 23 2 3 25 10 6 1 12 15 27 26 4 8 | seed: 5347076295313851715 | 96
SolomonPotvinBengio/rc_202.4.txt |   sequence | open (improved init) |     908.86 |       0.00 | 21 17 11 5 20 14 7 13 22 19 16 18 23 9 2 3 25 10 6 1 12 4 27 15 26 8 24 | seed: 5363517708766864198 | 81
SolomonPotvinBengio/rc_202.4.txt |   sequence | open (improved init) |     939.23 |       0.00 | 21 17 5 20 14 7 13 24 22 19 16 18 9 23 2 11 3 25 10 6 1 12 15 27 26 4 8 | seed: 1917443442665983835 | 89
SolomonPotvinBengio/rc_202.4.txt |   sequence | open (improved init) |     924.91 |       0.00 | 21 17 11 5 14 24 7 13 22 19 16 18 9 23 2 4 3 25 10 1 12 6 15 27 26 20 8 | seed: 1361034958612199139 | 98
SolomonPotvinBengio/rc_202.4.txt |   sequence | open (improved init) |     893.20 |       0.00 | 21 17 5 20 14 7 13 24 22 19 16 18 9 23 2 11 25 3 4 10 6 1 12 27 15 26 8 | seed: 194162822470303172 | 80
SolomonPotvinBengio/rc_202.4.txt |   sequence | open (improved init) |     941.19 |       0.00 | 21 17 5 11 14 7 13 22 16 19 18 2 23 9 25 4 3 10 6 1 12 27 15 26 20 8 24 | seed: 74554910141664466 | 93
SolomonPotvinBengio/rc_202.4.txt |   sequence | open (improved init) |     939.12 |       0.00 | 21 17 11 5 20 14 24 7 13 22 19 16 18 9 23 2 3 25 10 1 12 6 15 27 26 4 8 | seed: -6065710064564838126 | 90
SolomonPotvinBengio/rc_202.4.txt |   sequence | open (improved init) |     944.55 |       0.00 | 5 20 11 21 14 7 13 22 16 23 9 19 18 2 4 3 25 17 10 6 1 12 15 27 26 8 24 | seed: 7586524695764423853 | 97
SolomonPotvinBengio/rc_202.4.txt |   sequence | open (improved init) |     922.45 |       0.00 | 21 17 11 5 14 7 13 22 16 19 18 9 23 20 2 4 3 25 10 1 12 6 15 27 26 8 24 | seed: -7944331062866287172 | 99
SolomonPotvinBengio/rc_202.4.txt |   sequence | open (improved init) |     895.26 |       0.00 | 24 21 17 11 5 4 14 7 13 22 19 16 18 23 9 2 3 25 8 10 1 6 12 27 15 26 20 | seed: 7444741445014661356 | 92
SolomonPotvinBengio/rc_202.4.txt |   sequence | open (improved init) |     909.77 |       0.00 | 8 17 5 11 14 7 13 22 16 19 18 9 23 2 4 3 25 10 6 1 12 15 27 26 20 21 24 | seed: 5166436329614181419 | 94
SolomonPotvinBengio/rc_202.4.txt |   sequence | open (improved init) |     880.20 |       0.00 | 21 17 5 20 14 7 13 24 22 19 16 18 9 23 2 8 11 25 3 4 10 6 1 12 15 27 26 | seed: -4665295958981947873 | 95
SolomonPotvinBengio/rc_203.1.txt |   sequence | open (improved init) |     495.61 |       0.01 | 17 10 9 15 11 14 7 4 5 6 1 2 18 12 8 3 13 16 | seed: -9100410689356543308 | 5
SolomonPotvinBengio/rc_203.1.txt |   sequence | open (improved init) |     495.61 |       0.01 | 17 10 9 15 11 14 7 4 5 6 1 2 18 12 8 3 13 16 | seed: 2798349041032335962 | 40
SolomonPotvinBengio/rc_203.1.txt |   sequence | open (improved init) |     495.61 |       0.01 | 17 10 9 15 11 14 7 4 5 6 1 2 18 12 8 3 13 16 | seed: 7208913368520209424 | 37
SolomonPotvinBengio/rc_203.1.txt |   sequence | open (improved init) |     495.61 |       0.01 | 17 10 9 15 11 14 7 4 5 6 1 2 18 12 8 3 13 16 | seed: 3711245033172490369 | 20
SolomonPotvinBengio/rc_203.1.txt |   sequence | open (improved init) |     495.61 |       0.01 | 17 10 9 15 11 14 7 4 5 6 1 2 18 12 8 3 13 16 | seed: 3068178328467171247 | 23
SolomonPotvinBengio/rc_203.1.txt |   sequence | open (improved init) |     495.61 |       0.01 | 17 10 9 15 11 14 7 4 5 6 1 2 18 12 8 3 13 16 | seed: -405970813883173037 | 27
SolomonPotvinBengio/rc_203.1.txt |   sequence | open (improved init) |     495.61 |       0.01 | 17 10 9 15 11 14 7 4 5 6 1 2 18 12 8 3 13 16 | seed: 3422479876855511855 | 53
SolomonPotvinBengio/rc_203.1.txt |   sequence | open (improved init) |     495.61 |       0.01 | 17 10 9 15 11 14 7 4 5 6 1 2 18 12 8 3 13 16 | seed: -6736371010290084295 | 33
SolomonPotvinBengio/rc_203.1.txt |   sequence | open (improved init) |     495.61 |       0.01 | 17 10 9 15 11 14 7 4 5 6 1 2 18 12 8 3 13 16 | seed: -6959845435822904920 | 50
SolomonPotvinBengio/rc_203.1.txt |   sequence | open (improved init) |     495.61 |       0.01 | 17 10 9 15 11 14 7 4 5 6 1 2 18 12 8 3 13 16 | seed: -3241553859938320433 | 0
SolomonPotvinBengio/rc_203.1.txt |   sequence | open (improved init) |     495.61 |       0.01 | 17 10 9 15 11 14 7 4 5 6 1 2 18 12 8 3 13 16 | seed: -3762951347680072577 | 15
SolomonPotvinBengio/rc_203.1.txt |   sequence | open (improved init) |     495.61 |       0.01 | 17 10 9 15 11 14 7 4 5 6 1 2 18 12 8 3 13 16 | seed: -372269118175933556 | 44
SolomonPotvinBengio/rc_203.1.txt |   sequence | open (improved init) |     495.61 |       0.01 | 17 10 9 15 11 14 7 4 5 6 1 2 18 12 8 3 13 16 | seed: 1042175334388138035 | 55
SolomonPotvinBengio/rc_203.1.txt |   sequence | open (improved init) |     495.61 |       0.01 | 17 10 9 15 11 14 7 4 5 6 1 2 18 12 8 3 13 16 | seed: -4943580113585106941 | 48
SolomonPotvinBengio/rc_203.1.txt |   sequence | open (improved init) |     495.61 |       0.01 | 17 10 9 15 11 14 7 4 5 6 1 2 18 12 8 3 13 16 | seed: 176801000609343695 | 3
SolomonPotvinBengio/rc_203.1.txt |   sequence | open (improved init) |     495.61 |       0.01 | 17 10 9 15 11 14 7 4 5 6 1 2 18 12 8 3 13 16 | seed: -5857931899427260646 | 10
SolomonPotvinBengio/rc_203.1.txt |   sequence | open (improved init) |     495.61 |       0.01 | 17 10 9 15 11 14 7 4 5 6 1 2 18 12 8 3 13 16 | seed: 6995471980392210587 | 25
SolomonPotvinBengio/rc_203.1.txt |   sequence | open (improved init) |     495.61 |       0.01 | 17 10 9 15 11 14 7 4 5 6 1 2 18 12 8 3 13 16 | seed: 7132678388114382821 | 39
SolomonPotvinBengio/rc_203.1.txt |   sequence | open (improved init) |     495.61 |       0.01 | 17 10 9 15 11 14 7 4 5 6 1 2 18 12 8 3 13 16 | seed: -6618579031836132846 | 54
SolomonPotvinBengio/rc_203.1.txt |   sequence | open (improved init) |     495.61 |       0.00 | 17 10 9 15 11 14 7 4 5 6 1 2 18 12 8 3 13 16 | seed: 3752974199292630015 | 43
SolomonPotvinBengio/rc_203.1.txt |   sequence | open (improved init) |     495.61 |       0.01 | 17 10 9 15 11 14 7 4 5 6 1 2 18 12 8 3 13 16 | seed: 800292450165452496 | 30
SolomonPotvinBengio/rc_203.1.txt |   sequence | open (improved init) |     495.61 |       0.01 | 17 10 9 15 11 14 7 4 5 6 1 2 18 12 8 3 13 16 | seed: 3509655974940357545 | 49
SolomonPotvinBengio/rc_203.1.txt |   sequence | open (improved init) |     495.61 |       0.01 | 17 10 9 15 11 14 7 4 5 6 1 2 18 12 8 3 13 16 | seed: 7392938349641369505 | 52
SolomonPotvinBengio/rc_203.1.txt |   sequence | open (improved init) |     495.61 |       0.01 | 17 10 9 15 11 14 7 4 5 6 1 2 18 12 8 3 13 16 | seed: -8932556994765246094 | 1
SolomonPotvinBengio/rc_203.1.txt |   sequence | open (improved init) |     495.61 |       0.00 | 17 10 9 15 11 14 7 4 5 6 1 2 18 12 8 3 13 16 | seed: 8737155830572487056 | 29
SolomonPotvinBengio/rc_203.1.txt |   sequence | open (improved init) |     495.61 |       0.01 | 17 10 9 15 11 14 7 4 5 6 1 2 18 12 8 3 13 16 | seed: -2241586377925965156 | 42
SolomonPotvinBengio/rc_203.1.txt |   sequence | open (improved init) |     495.61 |       0.00 | 17 10 9 15 11 14 7 4 5 6 1 2 18 12 8 3 13 16 | seed: -7772312113192597567 | 17
SolomonPotvinBengio/rc_203.1.txt |   sequence | open (improved init) |     495.61 |       0.01 | 17 10 9 15 11 14 7 4 5 6 1 2 18 12 8 3 13 16 | seed: -1596278774516289713 | 57
SolomonPotvinBengio/rc_203.1.txt |   sequence | open (improved init) |     495.61 |       0.01 | 17 10 9 15 11 14 7 4 5 6 1 2 18 12 8 3 13 16 | seed: 6356673550882662141 | 11
SolomonPotvinBengio/rc_203.1.txt |   sequence | open (improved init) |     495.61 |       0.01 | 17 10 9 15 11 14 7 4 5 6 1 2 18 12 8 3 13 16 | seed: 4326145807391040053 | 35
SolomonPotvinBengio/rc_203.1.txt |   sequence | open (improved init) |     495.61 |       0.01 | 17 10 9 15 11 14 7 4 5 6 1 2 18 12 8 3 13 16 | seed: 4053757519353330945 | 19
SolomonPotvinBengio/rc_203.1.txt |   sequence | open (improved init) |     495.61 |       0.01 | 17 10 9 15 11 14 7 4 5 6 1 2 18 12 8 3 13 16 | seed: 4516123104224647274 | 24
SolomonPotvinBengio/rc_203.1.txt |   sequence | open (improved init) |     495.61 |       0.01 | 17 10 9 15 11 14 7 4 5 6 1 2 18 12 8 3 13 16 | seed: 3756470965200977956 | 22
SolomonPotvinBengio/rc_203.1.txt |   sequence | open (improved init) |     495.61 |       0.01 | 17 10 9 15 11 14 7 4 5 6 1 2 18 12 8 3 13 16 | seed: 1237987670502479830 | 26
SolomonPotvinBengio/rc_203.1.txt |   sequence | open (improved init) |     495.61 |       0.01 | 17 10 9 15 11 14 7 4 5 6 1 2 18 12 8 3 13 16 | seed: -4499925883071776119 | 34
SolomonPotvinBengio/rc_203.1.txt |   sequence | open (improved init) |     495.61 |       0.00 | 17 10 9 15 11 14 7 4 5 6 1 2 18 12 8 3 13 16 | seed: 4727846164772477155 | 13
SolomonPotvinBengio/rc_203.1.txt |   sequence | open (improved init) |     495.61 |       0.01 | 17 10 9 15 11 14 7 4 5 6 1 2 18 12 8 3 13 16 | seed: 6419016088141366339 | 21
SolomonPotvinBengio/rc_203.1.txt |   sequence | open (improved init) |     495.61 |       0.00 | 17 10 9 15 11 14 7 4 5 6 1 2 18 12 8 3 13 16 | seed: 744355713397209217 | 8
SolomonPotvinBengio/rc_203.1.txt |   sequence | open (improved init) |     495.61 |       0.00 | 17 10 9 15 11 14 7 4 5 6 1 2 18 12 8 3 13 16 | seed: 1478214740237970101 | 38
SolomonPotvinBengio/rc_203.1.txt |   sequence | open (improved init) |     495.61 |       0.00 | 17 10 9 15 11 14 7 4 5 6 1 2 18 12 8 3 13 16 | seed: -8010277479994669325 | 56
SolomonPotvinBengio/rc_203.1.txt |   sequence | open (improved init) |     495.61 |       0.00 | 17 10 9 15 11 14 7 4 5 6 1 2 18 12 8 3 13 16 | seed: 2545628975474859089 | 28
SolomonPotvinBengio/rc_203.1.txt |   sequence | open (improved init) |     495.61 |       0.00 | 17 10 9 15 11 14 7 4 5 6 1 2 18 12 8 3 13 16 | seed: -872800848876857294 | 7
SolomonPotvinBengio/rc_203.1.txt |   sequence | open (improved init) |     495.61 |       0.00 | 17 10 9 15 11 14 7 4 5 6 1 2 18 12 8 3 13 16 | seed: -8753013656806399777 | 36
SolomonPotvinBengio/rc_203.1.txt |   sequence | open (improved init) |     495.61 |       0.00 | 17 10 9 15 11 14 7 4 5 6 1 2 18 12 8 3 13 16 | seed: 551305162066865691 | 4
SolomonPotvinBengio/rc_203.1.txt |   sequence | open (improved init) |     495.61 |       0.00 | 17 10 9 15 11 14 7 4 5 6 1 2 18 12 8 3 13 16 | seed: 1149979145270688566 | 45
SolomonPotvinBengio/rc_203.1.txt |   sequence | open (improved init) |     495.61 |       0.00 | 17 10 9 15 11 14 7 4 5 6 1 2 18 12 8 3 13 16 | seed: 8469767692773579998 | 46
SolomonPotvinBengio/rc_203.1.txt |   sequence | open (improved init) |     495.61 |       0.00 | 17 10 9 15 11 14 7 4 5 6 1 2 18 12 8 3 13 16 | seed: -6166044353151430633 | 18
SolomonPotvinBengio/rc_203.1.txt |   sequence | open (improved init) |     495.61 |       0.01 | 17 10 9 15 11 14 7 4 5 6 1 2 18 12 8 3 13 16 | seed: -4659599296844571416 | 41
SolomonPotvinBengio/rc_203.1.txt |   sequence | open (improved init) |     495.61 |       0.01 | 17 10 9 15 11 14 7 4 5 6 1 2 18 12 8 3 13 16 | seed: 2430864648391624853 | 51
SolomonPotvinBengio/rc_203.1.txt |   sequence | open (improved init) |     495.61 |       0.00 | 17 10 9 15 11 14 7 4 5 6 1 2 18 12 8 3 13 16 | seed: -8105793271026006960 | 47
SolomonPotvinBengio/rc_203.1.txt |   sequence | open (improved init) |     495.61 |       0.00 | 17 10 9 15 11 14 7 4 5 6 1 2 18 12 8 3 13 16 | seed: 8424288242462385035 | 16
SolomonPotvinBengio/rc_203.1.txt |   sequence | open (improved init) |     495.61 |       0.00 | 17 10 9 15 11 14 7 4 5 6 1 2 18 12 8 3 13 16 | seed: -4241103300669360971 | 6
SolomonPotvinBengio/rc_203.1.txt |   sequence | open (improved init) |     495.61 |       0.00 | 17 10 9 15 11 14 7 4 5 6 1 2 18 12 8 3 13 16 | seed: -3039174508345225883 | 14
SolomonPotvinBengio/rc_203.1.txt |   sequence | open (improved init) |     495.61 |       0.00 | 17 10 9 15 11 14 7 4 5 6 1 2 18 12 8 3 13 16 | seed: -2157122629752890367 | 2
SolomonPotvinBengio/rc_203.1.txt |   sequence | open (improved init) |     495.61 |       0.00 | 17 10 9 15 11 14 7 4 5 6 1 2 18 12 8 3 13 16 | seed: -8507509746923951911 | 9
SolomonPotvinBengio/rc_203.1.txt |   sequence | open (improved init) |     495.61 |       0.00 | 17 10 9 15 11 14 7 4 5 6 1 2 18 12 8 3 13 16 | seed: -4918871664449683163 | 31
SolomonPotvinBengio/rc_203.1.txt |   sequence | open (improved init) |     495.61 |       0.00 | 17 10 9 15 11 14 7 4 5 6 1 2 18 12 8 3 13 16 | seed: -2840991948143414571 | 12
SolomonPotvinBengio/rc_203.1.txt |   sequence | open (improved init) |     495.61 |       0.00 | 17 10 9 15 11 14 7 4 5 6 1 2 18 12 8 3 13 16 | seed: -4463151631533087847 | 32
SolomonPotvinBengio/rc_203.1.txt |   sequence | open (improved init) |     495.61 |       0.00 | 17 10 9 15 11 14 7 4 5 6 1 2 18 12 8 3 13 16 | seed: -5188574214600582030 | 63
SolomonPotvinBengio/rc_203.1.txt |   sequence | open (improved init) |     495.61 |       0.00 | 17 10 9 15 11 14 7 4 5 6 1 2 18 12 8 3 13 16 | seed: -1879124855638817892 | 60
SolomonPotvinBengio/rc_203.1.txt |   sequence | open (improved init) |     495.61 |       0.00 | 17 10 9 15 11 14 7 4 5 6 1 2 18 12 8 3 13 16 | seed: 5246255393649844941 | 65
SolomonPotvinBengio/rc_203.1.txt |   sequence | open (improved init) |     495.61 |       0.00 | 17 10 9 15 11 14 7 4 5 6 1 2 18 12 8 3 13 16 | seed: -3543363668447614315 | 59
SolomonPotvinBengio/rc_203.1.txt |   sequence | open (improved init) |     495.61 |       0.00 | 17 10 9 15 11 14 7 4 5 6 1 2 18 12 8 3 13 16 | seed: 5784404108451954510 | 73
SolomonPotvinBengio/rc_203.1.txt |   sequence | open (improved init) |     495.61 |       0.00 | 17 10 9 15 11 14 7 4 5 6 1 2 18 12 8 3 13 16 | seed: -6268334795936010359 | 58
SolomonPotvinBengio/rc_203.1.txt |   sequence | open (improved init) |     495.61 |       0.00 | 17 10 9 15 11 14 7 4 5 6 1 2 18 12 8 3 13 16 | seed: 2824556843520115103 | 67
SolomonPotvinBengio/rc_203.1.txt |   sequence | open (improved init) |     495.61 |       0.00 | 17 10 9 15 11 14 7 4 5 6 1 2 18 12 8 3 13 16 | seed: -7694013502665156688 | 79
SolomonPotvinBengio/rc_203.1.txt |   sequence | open (improved init) |     495.61 |       0.00 | 17 10 9 15 11 14 7 4 5 6 1 2 18 12 8 3 13 16 | seed: -7199535600024106240 | 78
SolomonPotvinBengio/rc_203.1.txt |   sequence | open (improved init) |     495.61 |       0.00 | 17 10 9 15 11 14 7 4 5 6 1 2 18 12 8 3 13 16 | seed: 6499293490923106030 | 68
SolomonPotvinBengio/rc_203.1.txt |   sequence | open (improved init) |     495.61 |       0.00 | 17 10 9 15 11 14 7 4 5 6 1 2 18 12 8 3 13 16 | seed: 1689145777133233293 | 89
SolomonPotvinBengio/rc_203.1.txt |   sequence | open (improved init) |     495.61 |       0.00 | 17 10 9 15 11 14 7 4 5 6 1 2 18 12 8 3 13 16 | seed: 1066639063459451937 | 99
SolomonPotvinBengio/rc_203.1.txt |   sequence | open (improved init) |     495.61 |       0.00 | 17 10 9 15 11 14 7 4 5 6 1 2 18 12 8 3 13 16 | seed: 8408540733898329445 | 85
SolomonPotvinBengio/rc_203.1.txt |   sequence | open (improved init) |     495.61 |       0.00 | 17 10 9 15 11 14 7 4 5 6 1 2 18 12 8 3 13 16 | seed: -1205949607560793246 | 69
SolomonPotvinBengio/rc_203.1.txt |   sequence | open (improved init) |     495.61 |       0.00 | 17 10 9 15 11 14 7 4 5 6 1 2 18 12 8 3 13 16 | seed: -3250162712125839048 | 64
SolomonPotvinBengio/rc_203.1.txt |   sequence | open (improved init) |     495.61 |       0.00 | 17 10 9 15 11 14 7 4 5 6 1 2 18 12 8 3 13 16 | seed: -3640257586004696323 | 83
SolomonPotvinBengio/rc_203.1.txt |   sequence | open (improved init) |     495.61 |       0.00 | 17 10 9 15 11 14 7 4 5 6 1 2 18 12 8 3 13 16 | seed: -4032948054838597553 | 66
SolomonPotvinBengio/rc_203.1.txt |   sequence | open (improved init) |     495.61 |       0.00 | 17 10 9 15 11 14 7 4 5 6 1 2 18 12 8 3 13 16 | seed: 2709554322865540675 | 95
SolomonPotvinBengio/rc_203.1.txt |   sequence | open (improved init) |     495.61 |       0.00 | 17 10 9 15 11 14 7 4 5 6 1 2 18 12 8 3 13 16 | seed: -4457422676908986673 | 62
SolomonPotvinBengio/rc_203.1.txt |   sequence | open (improved init) |     495.61 |       0.00 | 17 10 9 15 11 14 7 4 5 6 1 2 18 12 8 3 13 16 | seed: 5065301302030944308 | 93
SolomonPotvinBengio/rc_203.1.txt |   sequence | open (improved init) |     495.61 |       0.00 | 17 10 9 15 11 14 7 4 5 6 1 2 18 12 8 3 13 16 | seed: 326055879740381053 | 72
SolomonPotvinBengio/rc_203.1.txt |   sequence | open (improved init) |     495.61 |       0.00 | 17 10 9 15 11 14 7 4 5 6 1 2 18 12 8 3 13 16 | seed: 5720027584562771040 | 88
SolomonPotvinBengio/rc_203.1.txt |   sequence | open (improved init) |     495.61 |       0.00 | 17 10 9 15 11 14 7 4 5 6 1 2 18 12 8 3 13 16 | seed: -7712847906009490544 | 74
SolomonPotvinBengio/rc_203.1.txt |   sequence | open (improved init) |     495.61 |       0.00 | 17 10 9 15 11 14 7 4 5 6 1 2 18 12 8 3 13 16 | seed: 7513116403820943246 | 71
SolomonPotvinBengio/rc_203.1.txt |   sequence | open (improved init) |     495.61 |       0.00 | 17 10 9 15 11 14 7 4 5 6 1 2 18 12 8 3 13 16 | seed: 7362599826473264519 | 84
SolomonPotvinBengio/rc_203.1.txt |   sequence | open (improved init) |     495.61 |       0.00 | 17 10 9 15 11 14 7 4 5 6 1 2 18 12 8 3 13 16 | seed: 7893247670045746750 | 98
SolomonPotvinBengio/rc_203.1.txt |   sequence | open (improved init) |     495.61 |       0.00 | 17 10 9 15 11 14 7 4 5 6 1 2 18 12 8 3 13 16 | seed: -7945457242252320282 | 90
SolomonPotvinBengio/rc_203.1.txt |   sequence | open (improved init) |     495.61 |       0.00 | 17 10 9 15 11 14 7 4 5 6 1 2 18 12 8 3 13 16 | seed: -618937568163065263 | 70
SolomonPotvinBengio/rc_203.1.txt |   sequence | open (improved init) |     495.61 |       0.00 | 17 10 9 15 11 14 7 4 5 6 1 2 18 12 8 3 13 16 | seed: -5934473258403056206 | 76
SolomonPotvinBengio/rc_203.1.txt |   sequence | open (improved init) |     495.61 |       0.00 | 17 10 9 15 11 14 7 4 5 6 1 2 18 12 8 3 13 16 | seed: 4211908569715956810 | 61
SolomonPotvinBengio/rc_203.1.txt |   sequence | open (improved init) |     495.61 |       0.00 | 17 10 9 15 11 14 7 4 5 6 1 2 18 12 8 3 13 16 | seed: 6353304647350225515 | 77
SolomonPotvinBengio/rc_203.1.txt |   sequence | open (improved init) |     495.61 |       0.00 | 17 10 9 15 11 14 7 4 5 6 1 2 18 12 8 3 13 16 | seed: -8062555517476323963 | 82
SolomonPotvinBengio/rc_203.1.txt |   sequence | open (improved init) |     495.61 |       0.00 | 17 10 9 15 11 14 7 4 5 6 1 2 18 12 8 3 13 16 | seed: 7664257082130460761 | 92
SolomonPotvinBengio/rc_203.1.txt |   sequence | open (improved init) |     495.61 |       0.00 | 17 10 9 15 11 14 7 4 5 6 1 2 18 12 8 3 13 16 | seed: 6657822841941867698 | 87
SolomonPotvinBengio/rc_203.1.txt |   sequence | open (improved init) |     495.61 |       0.00 | 17 10 9 15 11 14 7 4 5 6 1 2 18 12 8 3 13 16 | seed: 668072805221723656 | 81
SolomonPotvinBengio/rc_203.1.txt |   sequence | open (improved init) |     495.61 |       0.00 | 17 10 9 15 11 14 7 4 5 6 1 2 18 12 8 3 13 16 | seed: 6843642151890894833 | 75
SolomonPotvinBengio/rc_203.1.txt |   sequence | open (improved init) |     495.61 |       0.00 | 17 10 9 15 11 14 7 4 5 6 1 2 18 12 8 3 13 16 | seed: -2603519537851849752 | 91
SolomonPotvinBengio/rc_203.1.txt |   sequence | open (improved init) |     495.61 |       0.00 | 17 10 9 15 11 14 7 4 5 6 1 2 18 12 8 3 13 16 | seed: -6266907098606627093 | 96
SolomonPotvinBengio/rc_203.1.txt |   sequence | open (improved init) |     495.61 |       0.00 | 17 10 9 15 11 14 7 4 5 6 1 2 18 12 8 3 13 16 | seed: 3302067871409878658 | 86
SolomonPotvinBengio/rc_203.1.txt |   sequence | open (improved init) |     495.61 |       0.00 | 17 10 9 15 11 14 7 4 5 6 1 2 18 12 8 3 13 16 | seed: 6188647446612766831 | 94
SolomonPotvinBengio/rc_203.1.txt |   sequence | open (improved init) |     495.61 |       0.00 | 17 10 9 15 11 14 7 4 5 6 1 2 18 12 8 3 13 16 | seed: -7088811817145451164 | 97
SolomonPotvinBengio/rc_203.1.txt |   sequence | open (improved init) |     495.61 |       0.00 | 17 10 9 15 11 14 7 4 5 6 1 2 18 12 8 3 13 16 | seed: -3987618850244999631 | 80
SolomonPotvinBengio/rc_203.2.txt |   sequence | open (improved init) |     891.67 |       0.00 | 13 10 12 11 26 17 25 8 6 14 3 31 27 21 30 16 29 7 4 15 5 19 22 18 9 23 2 1 20 32 24 28 | seed: 5833419866519526788 | 18
SolomonPotvinBengio/rc_203.2.txt |   sequence | open (improved init) |     856.37 |       0.00 | 13 10 12 11 26 17 25 21 31 27 3 8 6 14 30 16 29 7 4 15 5 19 22 18 9 23 2 1 20 32 24 28 | seed: 8941318602048352670 | 16
SolomonPotvinBengio/rc_203.2.txt |   sequence | open (improved init) |     922.64 |       0.00 | 28 13 10 12 11 26 17 25 8 6 14 3 31 27 21 29 30 7 15 16 22 19 23 18 20 1 2 9 24 32 4 5 | seed: -4803125426040415958 | 30
SolomonPotvinBengio/rc_203.2.txt |   sequence | open (improved init) |     902.33 |       0.00 | 13 10 12 11 26 25 21 31 4 27 8 6 30 16 29 15 7 14 3 5 19 22 18 9 23 2 1 20 32 24 17 28 | seed: -7433060153190639501 | 21
SolomonPotvinBengio/rc_203.2.txt |   sequence | open (improved init) |     899.81 |       0.00 | 28 13 10 11 12 26 17 25 21 4 8 6 14 3 31 27 5 7 30 29 15 19 22 18 9 23 1 2 24 32 20 16 | seed: -4275342482164153316 | 29
SolomonPotvinBengio/rc_203.2.txt |   sequence | open (improved init) |     950.60 |       0.00 | 20 28 13 10 11 12 26 25 5 8 6 3 31 27 21 29 7 30 15 14 19 22 18 23 17 9 2 1 24 32 16 4 | seed: 6862790734283423246 | 4
SolomonPotvinBengio/rc_203.2.txt |   sequence | open (improved init) |     887.93 |       0.00 | 13 10 12 11 26 25 21 3 14 8 6 31 27 30 16 29 7 4 15 5 19 22 23 18 1 2 9 24 32 20 17 28 | seed: -4631166899861288971 | 35
SolomonPotvinBengio/rc_203.2.txt |   sequence | open (improved init) |     913.09 |       0.00 | 13 10 12 11 26 17 5 21 31 27 8 6 30 16 29 7 15 4 14 3 19 22 23 1 2 20 18 9 24 32 28 25 | seed: 8265838627201409698 | 26
SolomonPotvinBengio/rc_203.2.txt |   sequence | open (improved init) |     909.80 |       0.00 | 20 13 12 10 11 26 25 21 31 27 5 8 30 29 7 4 6 14 3 15 19 22 18 23 9 2 1 32 24 17 28 16 | seed: 1487097274332276968 | 22
